"Plot Title: 20965820 - Midden"
"#","Date Time, GMT+02:00","Volt, V (LGR S/N: 20965820, SEN S/N: 20965820, LBL: Blue - Air)","Volt, V (LGR S/N: 20965820, SEN S/N: 20965820, LBL: Brown - leaf)","Volt, V (LGR S/N: 20965820, SEN S/N: 20965820, LBL: Surface)","Volt, V (LGR S/N: 20965820, SEN S/N: 20965820, LBL: Tissue)"
44975,05/08/21 02:17:19 AM,1.08717,1.07752,1.10506,1.08362
44976,05/08/21 02:17:20 AM,1.08663,1.07736,1.10502,1.08373
44977,05/08/21 02:17:21 AM,1.08614,1.07721,1.10498,1.08370
44978,05/08/21 02:17:22 AM,1.08572,1.07702,1.10491,1.08354
44979,05/08/21 02:17:23 AM,1.08530,1.07687,1.10479,1.08343
44980,05/08/21 02:17:24 AM,1.08518,1.07671,1.10468,1.08335
44981,05/08/21 02:17:25 AM,1.08583,1.07679,1.10456,1.08331
44982,05/08/21 02:17:26 AM,1.08587,1.07664,1.10449,1.08305
44983,05/08/21 02:17:27 AM,1.08618,1.07671,1.10449,1.08282
44984,05/08/21 02:17:28 AM,1.08690,1.07687,1.10449,1.08267
44985,05/08/21 02:17:29 AM,1.08686,1.07683,1.10445,1.08255
44986,05/08/21 02:17:30 AM,1.08701,1.07687,1.10445,1.08244
44987,05/08/21 02:17:31 AM,1.08724,1.07687,1.10445,1.08251
44988,05/08/21 02:17:32 AM,1.08701,1.07687,1.10449,1.08263
44989,05/08/21 02:17:33 AM,1.08663,1.07679,1.10452,1.08282
44990,05/08/21 02:17:34 AM,1.08671,1.07675,1.10460,1.08286
44991,05/08/21 02:17:35 AM,1.08675,1.07679,1.10468,1.08286
44992,05/08/21 02:17:36 AM,1.08671,1.07683,1.10475,1.08282
44993,05/08/21 02:17:37 AM,1.08736,1.07683,1.10483,1.08331
44994,05/08/21 02:17:38 AM,1.08778,1.07679,1.10506,1.08389
44995,05/08/21 02:17:39 AM,1.08835,1.07691,1.10536,1.08465
44996,05/08/21 02:17:40 AM,1.08789,1.07698,1.10563,1.08553
44997,05/08/21 02:17:41 AM,1.08724,1.07698,1.10582,1.08587
44998,05/08/21 02:17:42 AM,1.08743,1.07717,1.10594,1.08602
44999,05/08/21 02:17:43 AM,1.08740,1.07713,1.10597,1.08606
45000,05/08/21 02:17:44 AM,1.08648,1.07702,1.10597,1.08598
45001,05/08/21 02:17:45 AM,1.08591,1.07698,1.10601,1.08614
45002,05/08/21 02:17:46 AM,1.08530,1.07687,1.10605,1.08621
45003,05/08/21 02:17:47 AM,1.08476,1.07679,1.10601,1.08598
45004,05/08/21 02:17:48 AM,1.08473,1.07687,1.10597,1.08564
45005,05/08/21 02:17:49 AM,1.08495,1.07706,1.10594,1.08545
45006,05/08/21 02:17:50 AM,1.08606,1.07713,1.10586,1.08526
45007,05/08/21 02:17:51 AM,1.08690,1.07713,1.10575,1.08499
45008,05/08/21 02:17:52 AM,1.08701,1.07706,1.10567,1.08476
45009,05/08/21 02:17:53 AM,1.08694,1.07698,1.10555,1.08476
45010,05/08/21 02:17:54 AM,1.08659,1.07698,1.10552,1.08469
45011,05/08/21 02:17:55 AM,1.08652,1.07706,1.10552,1.08461
45012,05/08/21 02:17:56 AM,1.08682,1.07713,1.10559,1.08453
45013,05/08/21 02:17:57 AM,1.08827,1.07805,1.10594,1.08469
45014,05/08/21 02:17:58 AM,1.08927,1.07862,1.10609,1.08457
45015,05/08/21 02:17:59 AM,1.08980,1.07889,1.10609,1.08473
45016,05/08/21 02:18:00 AM,1.08942,1.07897,1.10616,1.08469
45017,05/08/21 02:18:01 AM,1.08900,1.07893,1.10616,1.08457
45018,05/08/21 02:18:02 AM,1.08824,1.07877,1.10613,1.08434
45019,05/08/21 02:18:03 AM,1.08762,1.07866,1.10609,1.08412
45020,05/08/21 02:18:04 AM,1.08709,1.07851,1.10601,1.08392
45021,05/08/21 02:18:05 AM,1.08667,1.07839,1.10590,1.08381
45022,05/08/21 02:18:06 AM,1.08625,1.07824,1.10575,1.08358
45023,05/08/21 02:18:07 AM,1.08587,1.07813,1.10563,1.08339
45024,05/08/21 02:18:08 AM,1.08583,1.07801,1.10559,1.08354
45025,05/08/21 02:18:09 AM,1.08671,1.07801,1.10548,1.08396
45026,05/08/21 02:18:10 AM,1.08713,1.07824,1.10533,1.08461
45027,05/08/21 02:18:11 AM,1.08682,1.07839,1.10529,1.08469
45028,05/08/21 02:18:12 AM,1.08728,1.07870,1.10544,1.08461
45029,05/08/21 02:18:13 AM,1.08961,1.07950,1.10578,1.08446
45030,05/08/21 02:18:14 AM,1.09064,1.08007,1.10590,1.08457
45031,05/08/21 02:18:15 AM,1.09079,1.08034,1.10590,1.08465
45032,05/08/21 02:18:16 AM,1.08999,1.08015,1.10594,1.08473
45033,05/08/21 02:18:17 AM,1.08980,1.07996,1.10594,1.08488
45034,05/08/21 02:18:18 AM,1.08953,1.07977,1.10601,1.08480
45035,05/08/21 02:18:19 AM,1.08911,1.07954,1.10601,1.08473
45036,05/08/21 02:18:20 AM,1.08839,1.07942,1.10597,1.08473
45037,05/08/21 02:18:21 AM,1.08808,1.07931,1.10597,1.08522
45038,05/08/21 02:18:22 AM,1.08915,1.07927,1.10601,1.08621
45039,05/08/21 02:18:23 AM,1.09136,1.07942,1.10616,1.08793
45040,05/08/21 02:18:24 AM,1.09171,1.07946,1.10651,1.08968
45041,05/08/21 02:18:25 AM,1.09159,1.07969,1.10708,1.09117
45042,05/08/21 02:18:26 AM,1.09167,1.07980,1.10754,1.09190
45043,05/08/21 02:18:27 AM,1.09079,1.07977,1.10780,1.09205
45044,05/08/21 02:18:28 AM,1.09026,1.07996,1.10788,1.09194
45045,05/08/21 02:18:29 AM,1.08995,1.08011,1.10788,1.09174
45046,05/08/21 02:18:30 AM,1.08984,1.08007,1.10792,1.09178
45047,05/08/21 02:18:31 AM,1.08965,1.08003,1.10796,1.09194
45048,05/08/21 02:18:32 AM,1.08968,1.08007,1.10811,1.09201
45049,05/08/21 02:18:33 AM,1.08953,1.08011,1.10822,1.09197
45050,05/08/21 02:18:34 AM,1.08942,1.08003,1.10830,1.09194
45051,05/08/21 02:18:35 AM,1.09079,1.07992,1.10830,1.09174
45052,05/08/21 02:18:36 AM,1.09110,1.08003,1.10834,1.09148
45053,05/08/21 02:18:37 AM,1.09022,1.08003,1.10830,1.09113
45054,05/08/21 02:18:38 AM,1.08957,1.07996,1.10826,1.09075
45055,05/08/21 02:18:39 AM,1.08885,1.07984,1.10803,1.09033
45056,05/08/21 02:18:40 AM,1.08808,1.07973,1.10796,1.09022
45057,05/08/21 02:18:41 AM,1.08839,1.07969,1.10792,1.09045
45058,05/08/21 02:18:42 AM,1.08904,1.07977,1.10788,1.09110
45059,05/08/21 02:18:43 AM,1.08907,1.07980,1.10777,1.09144
45060,05/08/21 02:18:44 AM,1.08907,1.07980,1.10765,1.09144
45061,05/08/21 02:18:45 AM,1.08968,1.07969,1.10754,1.09117
45062,05/08/21 02:18:46 AM,1.08900,1.07954,1.10742,1.09068
45063,05/08/21 02:18:47 AM,1.08808,1.07946,1.10735,1.09018
45064,05/08/21 02:18:48 AM,1.08759,1.07942,1.10719,1.08968
45065,05/08/21 02:18:49 AM,1.08694,1.07931,1.10704,1.08915
45066,05/08/21 02:18:50 AM,1.08644,1.07919,1.10685,1.08854
45067,05/08/21 02:18:51 AM,1.08606,1.07908,1.10666,1.08804
45068,05/08/21 02:18:52 AM,1.08618,1.07900,1.10651,1.08762
45069,05/08/21 02:18:53 AM,1.08610,1.07889,1.10636,1.08721
45070,05/08/21 02:18:54 AM,1.08602,1.07877,1.10616,1.08686
45071,05/08/21 02:18:55 AM,1.08602,1.07858,1.10594,1.08667
45072,05/08/21 02:18:56 AM,1.08576,1.07847,1.10578,1.08656
45073,05/08/21 02:18:57 AM,1.08579,1.07839,1.10555,1.08652
45074,05/08/21 02:18:58 AM,1.08614,1.07828,1.10536,1.08637
45075,05/08/21 02:18:59 AM,1.08618,1.07816,1.10536,1.08633
45076,05/08/21 02:19:00 AM,1.08686,1.07809,1.10555,1.08648
45077,05/08/21 02:19:01 AM,1.08705,1.07843,1.10575,1.08717
45078,05/08/21 02:19:02 AM,1.08652,1.07847,1.10594,1.08762
45079,05/08/21 02:19:03 AM,1.08679,1.07855,1.10613,1.08812
45080,05/08/21 02:19:04 AM,1.08717,1.07870,1.10628,1.08858
45081,05/08/21 02:19:05 AM,1.08732,1.07877,1.10636,1.08888
45082,05/08/21 02:19:06 AM,1.08728,1.07885,1.10639,1.08881
45083,05/08/21 02:19:07 AM,1.08724,1.07889,1.10643,1.08907
45084,05/08/21 02:19:08 AM,1.08778,1.07897,1.10651,1.08930
45085,05/08/21 02:19:09 AM,1.08862,1.07912,1.10639,1.08923
45086,05/08/21 02:19:10 AM,1.08850,1.07912,1.10658,1.08900
45087,05/08/21 02:19:11 AM,1.08820,1.07904,1.10678,1.08930
45088,05/08/21 02:19:12 AM,1.08785,1.07916,1.10697,1.09007
45089,05/08/21 02:19:13 AM,1.08846,1.07939,1.10704,1.09087
45090,05/08/21 02:19:14 AM,1.08930,1.07961,1.10708,1.09133
45091,05/08/21 02:19:15 AM,1.08965,1.07988,1.10708,1.09152
45092,05/08/21 02:19:16 AM,1.08980,1.08003,1.10708,1.09148
45093,05/08/21 02:19:17 AM,1.08961,1.08011,1.10708,1.09136
45094,05/08/21 02:19:18 AM,1.08904,1.08007,1.10700,1.09110
45095,05/08/21 02:19:19 AM,1.08843,1.08000,1.10689,1.09071
45096,05/08/21 02:19:20 AM,1.08755,1.07980,1.10666,1.09026
45097,05/08/21 02:19:21 AM,1.08656,1.07961,1.10643,1.08980
45098,05/08/21 02:19:22 AM,1.08648,1.07950,1.10628,1.08946
45099,05/08/21 02:19:23 AM,1.08652,1.07935,1.10609,1.08900
45100,05/08/21 02:19:24 AM,1.08598,1.07923,1.10586,1.08843
45101,05/08/21 02:19:25 AM,1.08560,1.07912,1.10559,1.08801
45102,05/08/21 02:19:26 AM,1.08560,1.07908,1.10540,1.08778
45103,05/08/21 02:19:27 AM,1.08583,1.07908,1.10529,1.08804
45104,05/08/21 02:19:28 AM,1.08694,1.07916,1.10525,1.08839
45105,05/08/21 02:19:29 AM,1.08797,1.07919,1.10529,1.08869
45106,05/08/21 02:19:30 AM,1.08835,1.07927,1.10540,1.08915
45107,05/08/21 02:19:31 AM,1.08896,1.07942,1.10555,1.08976
45108,05/08/21 02:19:32 AM,1.08927,1.07950,1.10571,1.08980
45109,05/08/21 02:19:33 AM,1.08907,1.07958,1.10578,1.08976
45110,05/08/21 02:19:34 AM,1.08896,1.07965,1.10590,1.08968
45111,05/08/21 02:19:35 AM,1.08911,1.07973,1.10601,1.08965
45112,05/08/21 02:19:36 AM,1.08907,1.07980,1.10609,1.08988
45113,05/08/21 02:19:37 AM,1.08873,1.07988,1.10613,1.09010
45114,05/08/21 02:19:38 AM,1.08846,1.07992,1.10613,1.09030
45115,05/08/21 02:19:39 AM,1.08820,1.07996,1.10613,1.09033
45116,05/08/21 02:19:40 AM,1.08789,1.07996,1.10609,1.09033
45117,05/08/21 02:19:41 AM,1.08774,1.07996,1.10605,1.09022
45118,05/08/21 02:19:42 AM,1.08785,1.07996,1.10597,1.09003
45119,05/08/21 02:19:43 AM,1.08797,1.07992,1.10590,1.08976
45120,05/08/21 02:19:44 AM,1.08770,1.07988,1.10578,1.08957
45121,05/08/21 02:19:45 AM,1.08728,1.07980,1.10571,1.08930
45122,05/08/21 02:19:46 AM,1.08698,1.07977,1.10559,1.08896
45123,05/08/21 02:19:47 AM,1.08671,1.07973,1.10548,1.08865
45124,05/08/21 02:19:48 AM,1.08659,1.07973,1.10536,1.08839
45125,05/08/21 02:19:49 AM,1.08637,1.07969,1.10521,1.08812
45126,05/08/21 02:19:50 AM,1.08648,1.07965,1.10506,1.08782
45127,05/08/21 02:19:51 AM,1.08656,1.07958,1.10494,1.08755
45128,05/08/21 02:19:52 AM,1.08640,1.07954,1.10487,1.08743
45129,05/08/21 02:19:53 AM,1.08640,1.07954,1.10483,1.08743
45130,05/08/21 02:19:54 AM,1.08659,1.07958,1.10479,1.08747
45131,05/08/21 02:19:55 AM,1.08698,1.07969,1.10479,1.08747
45132,05/08/21 02:19:56 AM,1.08686,1.07969,1.10475,1.08747
45133,05/08/21 02:19:57 AM,1.08667,1.07973,1.10472,1.08747
45134,05/08/21 02:19:58 AM,1.08709,1.07980,1.10479,1.08743
45135,05/08/21 02:19:59 AM,1.08724,1.07984,1.10483,1.08751
45136,05/08/21 02:20:00 AM,1.08743,1.07984,1.10487,1.08774
45137,05/08/21 02:20:01 AM,1.08793,1.07977,1.10487,1.08782
45138,05/08/21 02:20:02 AM,1.08808,1.07965,1.10494,1.08789
45139,05/08/21 02:20:03 AM,1.08770,1.07965,1.10498,1.08785
45140,05/08/21 02:20:04 AM,1.08785,1.07950,1.10502,1.08778
45141,05/08/21 02:20:05 AM,1.08804,1.07939,1.10506,1.08782
45142,05/08/21 02:20:06 AM,1.08762,1.07927,1.10510,1.08789
45143,05/08/21 02:20:07 AM,1.08759,1.07912,1.10517,1.08793
45144,05/08/21 02:20:08 AM,1.08682,1.07900,1.10529,1.08793
45145,05/08/21 02:20:09 AM,1.08640,1.07904,1.10548,1.08782
45146,05/08/21 02:20:10 AM,1.08652,1.07919,1.10563,1.08785
45147,05/08/21 02:20:11 AM,1.08644,1.07927,1.10575,1.08793
45148,05/08/21 02:20:12 AM,1.08637,1.07931,1.10578,1.08808
45149,05/08/21 02:20:13 AM,1.08671,1.07946,1.10590,1.08850
45150,05/08/21 02:20:14 AM,1.08774,1.07969,1.10601,1.08927
45151,05/08/21 02:20:15 AM,1.08858,1.07988,1.10616,1.09041
45152,05/08/21 02:20:16 AM,1.08907,1.08015,1.10624,1.09148
45153,05/08/21 02:20:17 AM,1.08923,1.08034,1.10632,1.09209
45154,05/08/21 02:20:18 AM,1.08942,1.08049,1.10636,1.09255
45155,05/08/21 02:20:19 AM,1.08953,1.08064,1.10636,1.09277
45156,05/08/21 02:20:20 AM,1.08942,1.08076,1.10636,1.09285
45157,05/08/21 02:20:21 AM,1.08946,1.08087,1.10632,1.09281
45158,05/08/21 02:20:22 AM,1.08938,1.08103,1.10628,1.09274
45159,05/08/21 02:20:23 AM,1.09094,1.08141,1.10632,1.09285
45160,05/08/21 02:20:24 AM,1.09339,1.08198,1.10647,1.09339
45161,05/08/21 02:20:25 AM,1.09354,1.08221,1.10647,1.09346
45162,05/08/21 02:20:26 AM,1.09339,1.08232,1.10636,1.09316
45163,05/08/21 02:20:27 AM,1.09213,1.08221,1.10613,1.09247
45164,05/08/21 02:20:28 AM,1.09129,1.08198,1.10601,1.09239
45165,05/08/21 02:20:29 AM,1.09236,1.08190,1.10624,1.09442
45166,05/08/21 02:20:30 AM,1.09354,1.08217,1.10674,1.09598
45167,05/08/21 02:20:31 AM,1.09411,1.08248,1.10731,1.09667
45168,05/08/21 02:20:32 AM,1.09438,1.08278,1.10769,1.09735
45169,05/08/21 02:20:33 AM,1.09392,1.08305,1.10792,1.09770
45170,05/08/21 02:20:34 AM,1.09339,1.08324,1.10807,1.09781
45171,05/08/21 02:20:35 AM,1.09365,1.08339,1.10830,1.09823
45172,05/08/21 02:20:36 AM,1.09407,1.08366,1.10842,1.09899
45173,05/08/21 02:20:37 AM,1.09415,1.08389,1.10857,1.09930
45174,05/08/21 02:20:38 AM,1.09365,1.08400,1.10872,1.09922
45175,05/08/21 02:20:39 AM,1.09316,1.08412,1.10891,1.09899
45176,05/08/21 02:20:40 AM,1.09300,1.08427,1.10899,1.09876
45177,05/08/21 02:20:41 AM,1.09396,1.08442,1.10895,1.09838
45178,05/08/21 02:20:42 AM,1.09350,1.08442,1.10895,1.09792
45179,05/08/21 02:20:43 AM,1.09304,1.08442,1.10887,1.09747
45180,05/08/21 02:20:44 AM,1.09247,1.08442,1.10876,1.09686
45181,05/08/21 02:20:45 AM,1.09197,1.08434,1.10864,1.09621
45182,05/08/21 02:20:46 AM,1.09136,1.08427,1.10853,1.09548
45183,05/08/21 02:20:47 AM,1.09079,1.08419,1.10842,1.09480
45184,05/08/21 02:20:48 AM,1.09022,1.08412,1.10822,1.09396
45185,05/08/21 02:20:49 AM,1.08965,1.08400,1.10796,1.09339
45186,05/08/21 02:20:50 AM,1.08995,1.08400,1.10784,1.09293
45187,05/08/21 02:20:51 AM,1.08999,1.08400,1.10773,1.09262
45188,05/08/21 02:20:52 AM,1.09056,1.08404,1.10765,1.09258
45189,05/08/21 02:20:53 AM,1.09098,1.08400,1.10765,1.09247
45190,05/08/21 02:20:54 AM,1.09106,1.08404,1.10761,1.09239
45191,05/08/21 02:20:55 AM,1.09113,1.08408,1.10758,1.09239
45192,05/08/21 02:20:56 AM,1.09087,1.08408,1.10746,1.09232
45193,05/08/21 02:20:57 AM,1.09037,1.08404,1.10739,1.09213
45194,05/08/21 02:20:58 AM,1.09049,1.08400,1.10727,1.09201
45195,05/08/21 02:20:59 AM,1.09056,1.08404,1.10723,1.09190
45196,05/08/21 02:21:00 AM,1.09064,1.08404,1.10716,1.09171
45197,05/08/21 02:21:01 AM,1.09087,1.08408,1.10708,1.09152
45198,05/08/21 02:21:02 AM,1.09125,1.08412,1.10704,1.09129
45199,05/08/21 02:21:03 AM,1.09186,1.08404,1.10700,1.09106
45200,05/08/21 02:21:04 AM,1.09174,1.08385,1.10689,1.09091
45201,05/08/21 02:21:05 AM,1.09216,1.08370,1.10681,1.09075
45202,05/08/21 02:21:06 AM,1.09133,1.08358,1.10674,1.09056
45203,05/08/21 02:21:07 AM,1.09052,1.08350,1.10666,1.09030
45204,05/08/21 02:21:08 AM,1.09003,1.08343,1.10658,1.08999
45205,05/08/21 02:21:09 AM,1.08957,1.08331,1.10643,1.08961
45206,05/08/21 02:21:10 AM,1.08923,1.08324,1.10624,1.08927
45207,05/08/21 02:21:11 AM,1.08877,1.08309,1.10601,1.08892
45208,05/08/21 02:21:12 AM,1.08824,1.08297,1.10575,1.08854
45209,05/08/21 02:21:13 AM,1.08785,1.08289,1.10552,1.08816
45210,05/08/21 02:21:14 AM,1.08808,1.08274,1.10533,1.08785
45211,05/08/21 02:21:15 AM,1.08885,1.08267,1.10521,1.08759
45212,05/08/21 02:21:16 AM,1.08923,1.08255,1.10510,1.08743
45213,05/08/21 02:21:17 AM,1.08946,1.08244,1.10502,1.08740
45214,05/08/21 02:21:18 AM,1.08915,1.08236,1.10498,1.08747
45215,05/08/21 02:21:19 AM,1.08877,1.08236,1.10494,1.08755
45216,05/08/21 02:21:20 AM,1.08869,1.08248,1.10498,1.08816
45217,05/08/21 02:21:21 AM,1.08946,1.08278,1.10502,1.08865
45218,05/08/21 02:21:22 AM,1.09010,1.08316,1.10510,1.08888
45219,05/08/21 02:21:23 AM,1.09087,1.08343,1.10521,1.08900
45220,05/08/21 02:21:24 AM,1.09220,1.08381,1.10540,1.08938
45221,05/08/21 02:21:25 AM,1.09277,1.08404,1.10563,1.08976
45222,05/08/21 02:21:26 AM,1.09270,1.08412,1.10575,1.08991
45223,05/08/21 02:21:27 AM,1.09297,1.08427,1.10586,1.09010
45224,05/08/21 02:21:28 AM,1.09312,1.08438,1.10594,1.09030
45225,05/08/21 02:21:29 AM,1.09277,1.08442,1.10601,1.09045
45226,05/08/21 02:21:30 AM,1.09224,1.08446,1.10620,1.09056
45227,05/08/21 02:21:31 AM,1.09216,1.08453,1.10636,1.09071
45228,05/08/21 02:21:32 AM,1.09190,1.08453,1.10643,1.09102
45229,05/08/21 02:21:33 AM,1.09174,1.08465,1.10651,1.09121
45230,05/08/21 02:21:34 AM,1.09178,1.08469,1.10651,1.09133
45231,05/08/21 02:21:35 AM,1.09144,1.08461,1.10647,1.09129
45232,05/08/21 02:21:36 AM,1.09091,1.08450,1.10643,1.09117
45233,05/08/21 02:21:37 AM,1.09037,1.08438,1.10636,1.09098
45234,05/08/21 02:21:38 AM,1.08995,1.08434,1.10628,1.09083
45235,05/08/21 02:21:39 AM,1.08991,1.08434,1.10620,1.09064
45236,05/08/21 02:21:40 AM,1.08976,1.08434,1.10609,1.09052
45237,05/08/21 02:21:41 AM,1.08961,1.08438,1.10601,1.09037
45238,05/08/21 02:21:42 AM,1.08988,1.08453,1.10590,1.09041
45239,05/08/21 02:21:43 AM,1.09026,1.08465,1.10586,1.09045
45240,05/08/21 02:21:44 AM,1.09060,1.08484,1.10582,1.09037
45241,05/08/21 02:21:45 AM,1.09174,1.08515,1.10586,1.09018
45242,05/08/21 02:21:46 AM,1.09281,1.08564,1.10597,1.09018
45243,05/08/21 02:21:47 AM,1.09415,1.08598,1.10601,1.09037
45244,05/08/21 02:21:48 AM,1.09449,1.08625,1.10601,1.09056
45245,05/08/21 02:21:49 AM,1.09472,1.08637,1.10601,1.09091
45246,05/08/21 02:21:50 AM,1.09438,1.08640,1.10605,1.09098
45247,05/08/21 02:21:51 AM,1.09442,1.08656,1.10609,1.09091
45248,05/08/21 02:21:52 AM,1.09483,1.08679,1.10613,1.09083
45249,05/08/21 02:21:53 AM,1.09537,1.08713,1.10620,1.09071
45250,05/08/21 02:21:54 AM,1.09537,1.08732,1.10620,1.09106
45251,05/08/21 02:21:55 AM,1.09560,1.08759,1.10616,1.09129
45252,05/08/21 02:21:56 AM,1.09533,1.08770,1.10613,1.09110
45253,05/08/21 02:21:57 AM,1.09560,1.08785,1.10613,1.09098
45254,05/08/21 02:21:58 AM,1.09571,1.08801,1.10616,1.09102
45255,05/08/21 02:21:59 AM,1.09571,1.08812,1.10613,1.09102
45256,05/08/21 02:22:00 AM,1.09606,1.08831,1.10613,1.09094
45257,05/08/21 02:22:01 AM,1.09628,1.08846,1.10613,1.09102
45258,05/08/21 02:22:02 AM,1.09621,1.08846,1.10609,1.09117
45259,05/08/21 02:22:03 AM,1.09640,1.08865,1.10613,1.09117
45260,05/08/21 02:22:04 AM,1.09644,1.08877,1.10613,1.09106
45261,05/08/21 02:22:05 AM,1.09667,1.08896,1.10613,1.09110
45262,05/08/21 02:22:06 AM,1.09682,1.08907,1.10613,1.09129
45263,05/08/21 02:22:07 AM,1.09651,1.08911,1.10609,1.09148
45264,05/08/21 02:22:08 AM,1.09613,1.08907,1.10601,1.09148
45265,05/08/21 02:22:09 AM,1.09594,1.08907,1.10597,1.09155
45266,05/08/21 02:22:10 AM,1.09533,1.08900,1.10582,1.09171
45267,05/08/21 02:22:11 AM,1.09495,1.08888,1.10571,1.09159
45268,05/08/21 02:22:12 AM,1.09522,1.08896,1.10563,1.09148
45269,05/08/21 02:22:13 AM,1.09613,1.08923,1.10567,1.09133
45270,05/08/21 02:22:14 AM,1.09659,1.08949,1.10571,1.09106
45271,05/08/21 02:22:15 AM,1.09693,1.08968,1.10571,1.09094
45272,05/08/21 02:22:16 AM,1.09701,1.08984,1.10575,1.09094
45273,05/08/21 02:22:17 AM,1.09781,1.09014,1.10586,1.09091
45274,05/08/21 02:22:18 AM,1.09922,1.09060,1.10613,1.09091
45275,05/08/21 02:22:19 AM,1.10014,1.09094,1.10620,1.09125
45276,05/08/21 02:22:20 AM,1.09949,1.09098,1.10616,1.09178
45277,05/08/21 02:22:21 AM,1.09869,1.09094,1.10609,1.09186
45278,05/08/21 02:22:22 AM,1.09827,1.09087,1.10601,1.09159
45279,05/08/21 02:22:23 AM,1.09747,1.09068,1.10594,1.09136
45280,05/08/21 02:22:24 AM,1.09712,1.09060,1.10590,1.09106
45281,05/08/21 02:22:25 AM,1.09689,1.09049,1.10586,1.09068
45282,05/08/21 02:22:26 AM,1.09701,1.09045,1.10575,1.09033
45283,05/08/21 02:22:27 AM,1.09747,1.09052,1.10578,1.09003
45284,05/08/21 02:22:28 AM,1.09762,1.09056,1.10578,1.08984
45285,05/08/21 02:22:29 AM,1.09773,1.09068,1.10578,1.08961
45286,05/08/21 02:22:30 AM,1.09781,1.09075,1.10582,1.08938
45287,05/08/21 02:22:31 AM,1.09781,1.09087,1.10590,1.08919
45288,05/08/21 02:22:32 AM,1.09773,1.09091,1.10597,1.08911
45289,05/08/21 02:22:33 AM,1.09770,1.09094,1.10597,1.08907
45290,05/08/21 02:22:34 AM,1.09777,1.09094,1.10597,1.08968
45291,05/08/21 02:22:35 AM,1.09754,1.09098,1.10597,1.09014
45292,05/08/21 02:22:36 AM,1.09743,1.09106,1.10597,1.09113
45293,05/08/21 02:22:37 AM,1.09731,1.09110,1.10601,1.09251
45294,05/08/21 02:22:38 AM,1.09728,1.09113,1.10605,1.09327
45295,05/08/21 02:22:39 AM,1.09842,1.09144,1.10636,1.09350
45296,05/08/21 02:22:40 AM,1.10136,1.09232,1.10658,1.09342
45297,05/08/21 02:22:41 AM,1.10258,1.09304,1.10685,1.09331
45298,05/08/21 02:22:42 AM,1.10369,1.09327,1.10712,1.09339
45299,05/08/21 02:22:43 AM,1.10342,1.09342,1.10731,1.09369
45300,05/08/21 02:22:44 AM,1.10273,1.09346,1.10742,1.09380
45301,05/08/21 02:22:45 AM,1.10174,1.09335,1.10742,1.09453
45302,05/08/21 02:22:46 AM,1.10136,1.09323,1.10739,1.09537
45303,05/08/21 02:22:47 AM,1.10163,1.09323,1.10739,1.09632
45304,05/08/21 02:22:48 AM,1.10204,1.09323,1.10739,1.09777
45305,05/08/21 02:22:49 AM,1.10204,1.09323,1.10739,1.09895
45306,05/08/21 02:22:50 AM,1.10227,1.09323,1.10746,1.10014
45307,05/08/21 02:22:51 AM,1.10246,1.09323,1.10746,1.10147
45308,05/08/21 02:22:52 AM,1.10197,1.09316,1.10742,1.10193
45309,05/08/21 02:22:53 AM,1.10143,1.09308,1.10735,1.10174
45310,05/08/21 02:22:54 AM,1.10128,1.09300,1.10731,1.10147
45311,05/08/21 02:22:55 AM,1.10117,1.09293,1.10727,1.10170
45312,05/08/21 02:22:56 AM,1.10182,1.09293,1.10719,1.10212
45313,05/08/21 02:22:57 AM,1.10220,1.09293,1.10716,1.10304
45314,05/08/21 02:22:58 AM,1.10307,1.09293,1.10716,1.10384
45315,05/08/21 02:22:59 AM,1.10441,1.09308,1.10735,1.10525
45316,05/08/21 02:23:00 AM,1.10487,1.09319,1.10758,1.10723
45317,05/08/21 02:23:01 AM,1.10597,1.09339,1.10788,1.10807
45318,05/08/21 02:23:02 AM,1.10548,1.09350,1.10788,1.10891
45319,05/08/21 02:23:03 AM,1.10422,1.09346,1.10788,1.10906
45320,05/08/21 02:23:04 AM,1.10361,1.09350,1.10792,1.10883
45321,05/08/21 02:23:05 AM,1.10334,1.09354,1.10784,1.10861
45322,05/08/21 02:23:06 AM,1.10304,1.09365,1.10784,1.10834
45323,05/08/21 02:23:07 AM,1.10292,1.09380,1.10777,1.10754
45324,05/08/21 02:23:08 AM,1.10277,1.09392,1.10769,1.10636
45325,05/08/21 02:23:09 AM,1.10269,1.09400,1.10773,1.10521
45326,05/08/21 02:23:10 AM,1.10243,1.09400,1.10777,1.10426
45327,05/08/21 02:23:11 AM,1.10227,1.09403,1.10788,1.10452
45328,05/08/21 02:23:12 AM,1.10220,1.09400,1.10788,1.10468
45329,05/08/21 02:23:13 AM,1.10246,1.09400,1.10784,1.10483
45330,05/08/21 02:23:14 AM,1.10220,1.09396,1.10784,1.10483
45331,05/08/21 02:23:15 AM,1.10189,1.09388,1.10777,1.10452
45332,05/08/21 02:23:16 AM,1.10140,1.09380,1.10765,1.10426
45333,05/08/21 02:23:17 AM,1.10121,1.09369,1.10758,1.10410
45334,05/08/21 02:23:18 AM,1.10250,1.09380,1.10758,1.10445
45335,05/08/21 02:23:19 AM,1.10353,1.09400,1.10754,1.10559
45336,05/08/21 02:23:20 AM,1.10349,1.09411,1.10754,1.10639
45337,05/08/21 02:23:21 AM,1.10315,1.09422,1.10754,1.10594
