"Plot Title: 20965820 - Midden"
"#","Date Time, GMT+02:00","Volt, V (LGR S/N: 20965820, SEN S/N: 20965820, LBL: Blue - Air)","Volt, V (LGR S/N: 20965820, SEN S/N: 20965820, LBL: Brown - leaf)","Volt, V (LGR S/N: 20965820, SEN S/N: 20965820, LBL: Surface)","Volt, V (LGR S/N: 20965820, SEN S/N: 20965820, LBL: Tissue)"
3146,05/07/21 02:40:10 PM,1.32963,1.35584,1.39578,1.33143
3147,05/07/21 02:40:11 PM,1.33097,1.35660,1.39731,1.33322
3148,05/07/21 02:40:12 PM,1.33074,1.35718,1.39929,1.33520
3149,05/07/21 02:40:13 PM,1.33284,1.35790,1.40131,1.33745
3150,05/07/21 02:40:14 PM,1.33318,1.35882,1.40303,1.33982
3151,05/07/21 02:40:15 PM,1.33330,1.35950,1.40406,1.34173
3152,05/07/21 02:40:16 PM,1.33589,1.36007,1.40482,1.34363
3153,05/07/21 02:40:17 PM,1.33837,1.36072,1.40536,1.34588
3154,05/07/21 02:40:18 PM,1.34302,1.36172,1.40578,1.34859
3155,05/07/21 02:40:19 PM,1.34756,1.36297,1.40658,1.35130
3156,05/07/21 02:40:20 PM,1.34787,1.36427,1.40795,1.35355
3157,05/07/21 02:40:21 PM,1.34981,1.36549,1.40898,1.35603
3158,05/07/21 02:40:22 PM,1.35145,1.36694,1.40982,1.35798
3159,05/07/21 02:40:23 PM,1.34882,1.36793,1.41066,1.35889
3160,05/07/21 02:40:24 PM,1.34413,1.36801,1.41112,1.35760
3161,05/07/21 02:40:25 PM,1.34699,1.36828,1.41142,1.35836
3162,05/07/21 02:40:26 PM,1.34279,1.36809,1.40982,1.35218
3163,05/07/21 02:40:27 PM,1.33913,1.36782,1.40803,1.34894
3164,05/07/21 02:40:28 PM,1.33825,1.36767,1.40608,1.34932
3165,05/07/21 02:40:29 PM,1.34463,1.36828,1.40597,1.35027
3166,05/07/21 02:40:30 PM,1.34688,1.36889,1.40566,1.35115
3167,05/07/21 02:40:31 PM,1.34962,1.36946,1.40608,1.35225
3168,05/07/21 02:40:32 PM,1.34634,1.36957,1.40578,1.35344
3169,05/07/21 02:40:33 PM,1.34424,1.36946,1.40513,1.35473
3170,05/07/21 02:40:34 PM,1.34146,1.36946,1.40478,1.35569
3171,05/07/21 02:40:35 PM,1.34211,1.36927,1.40528,1.35691
3172,05/07/21 02:40:36 PM,1.34665,1.36961,1.40620,1.35805
3173,05/07/21 02:40:37 PM,1.35157,1.37064,1.40723,1.35954
3174,05/07/21 02:40:38 PM,1.35046,1.37118,1.40780,1.35981
3175,05/07/21 02:40:39 PM,1.35225,1.37167,1.40845,1.36023
3176,05/07/21 02:40:40 PM,1.35176,1.37205,1.40986,1.36091
3177,05/07/21 02:40:41 PM,1.35634,1.37293,1.41142,1.36229
3178,05/07/21 02:40:42 PM,1.36175,1.37434,1.41356,1.36393
3179,05/07/21 02:40:43 PM,1.36446,1.37564,1.41512,1.36572
3180,05/07/21 02:40:44 PM,1.36740,1.37716,1.41714,1.36774
3181,05/07/21 02:40:45 PM,1.37156,1.37865,1.41924,1.37045
3182,05/07/21 02:40:46 PM,1.37598,1.38048,1.42134,1.37217
3183,05/07/21 02:40:47 PM,1.37671,1.38167,1.42226,1.37369
3184,05/07/21 02:40:48 PM,1.37541,1.38228,1.42279,1.37320
3185,05/07/21 02:40:49 PM,1.37678,1.38323,1.42432,1.37476
3186,05/07/21 02:40:50 PM,1.37472,1.38426,1.42493,1.37362
3187,05/07/21 02:40:51 PM,1.36645,1.38441,1.42443,1.37327
3188,05/07/21 02:40:52 PM,1.36194,1.38449,1.42370,1.37278
3189,05/07/21 02:40:53 PM,1.35008,1.38334,1.42130,1.36133
3190,05/07/21 02:40:54 PM,1.34413,1.38109,1.41821,1.36038
3191,05/07/21 02:40:55 PM,1.35218,1.38106,1.41798,1.36103
3192,05/07/21 02:40:56 PM,1.34722,1.38075,1.41688,1.36130
3193,05/07/21 02:40:57 PM,1.34424,1.37980,1.41489,1.36168
3194,05/07/21 02:40:58 PM,1.33917,1.37812,1.41161,1.35748
3195,05/07/21 02:40:59 PM,1.33177,1.37572,1.40806,1.35245
3196,05/07/21 02:41:00 PM,1.33013,1.37373,1.40532,1.35157
3197,05/07/21 02:41:01 PM,1.33139,1.37259,1.40421,1.35210
3198,05/07/21 02:41:02 PM,1.33631,1.37232,1.40425,1.35325
3199,05/07/21 02:41:03 PM,1.33883,1.37209,1.40490,1.35336
3200,05/07/21 02:41:04 PM,1.33860,1.37156,1.40467,1.35065
3201,05/07/21 02:41:05 PM,1.33494,1.37152,1.40326,1.34752
3202,05/07/21 02:41:06 PM,1.33108,1.37072,1.40127,1.34180
3203,05/07/21 02:41:07 PM,1.32605,1.36999,1.39952,1.34081
3204,05/07/21 02:41:08 PM,1.32631,1.36946,1.39948,1.34264
3205,05/07/21 02:41:09 PM,1.32925,1.36934,1.40040,1.34344
3206,05/07/21 02:41:10 PM,1.33032,1.36896,1.40013,1.34447
3207,05/07/21 02:41:11 PM,1.33814,1.36885,1.39960,1.34707
3208,05/07/21 02:41:12 PM,1.33719,1.36805,1.39723,1.34489
3209,05/07/21 02:41:13 PM,1.33375,1.36679,1.39605,1.34539
3210,05/07/21 02:41:14 PM,1.34100,1.36698,1.39723,1.34573
3211,05/07/21 02:41:15 PM,1.33688,1.36633,1.39761,1.34360
3212,05/07/21 02:41:16 PM,1.32925,1.36526,1.39689,1.34100
3213,05/07/21 02:41:17 PM,1.32288,1.36324,1.39670,1.34077
3214,05/07/21 02:41:18 PM,1.31441,1.36072,1.39593,1.33940
3215,05/07/21 02:41:19 PM,1.31003,1.35790,1.39483,1.33852
3216,05/07/21 02:41:20 PM,1.30865,1.35611,1.39471,1.33810
3217,05/07/21 02:41:21 PM,1.31216,1.35550,1.39490,1.33894
3218,05/07/21 02:41:22 PM,1.31933,1.35561,1.39548,1.34012
3219,05/07/21 02:41:23 PM,1.32475,1.35607,1.39654,1.34123
3220,05/07/21 02:41:24 PM,1.32528,1.35653,1.39723,1.34237
3221,05/07/21 02:41:25 PM,1.32551,1.35664,1.39765,1.34348
3222,05/07/21 02:41:26 PM,1.32990,1.35687,1.39818,1.34440
3223,05/07/21 02:41:27 PM,1.33600,1.35767,1.39925,1.34421
3224,05/07/21 02:41:28 PM,1.33955,1.35843,1.39998,1.34520
3225,05/07/21 02:41:29 PM,1.33906,1.35897,1.39994,1.34485
3226,05/07/21 02:41:30 PM,1.33154,1.35843,1.39860,1.34562
3227,05/07/21 02:41:31 PM,1.33421,1.35847,1.39872,1.34535
3228,05/07/21 02:41:32 PM,1.33577,1.35756,1.39826,1.34379
3229,05/07/21 02:41:33 PM,1.33898,1.35695,1.39746,1.34310
3230,05/07/21 02:41:34 PM,1.34154,1.35748,1.39792,1.34451
3231,05/07/21 02:41:35 PM,1.34535,1.35843,1.39879,1.34436
3232,05/07/21 02:41:36 PM,1.34047,1.35805,1.39723,1.33913
3233,05/07/21 02:41:37 PM,1.32963,1.35595,1.39437,1.33715
3234,05/07/21 02:41:38 PM,1.32467,1.35412,1.39193,1.33726
3235,05/07/21 02:41:39 PM,1.32765,1.35389,1.39059,1.33795
3236,05/07/21 02:41:40 PM,1.33341,1.35382,1.39040,1.33978
3237,05/07/21 02:41:41 PM,1.33963,1.35462,1.39136,1.34253
3238,05/07/21 02:41:42 PM,1.34413,1.35573,1.39307,1.34516
3239,05/07/21 02:41:43 PM,1.34699,1.35664,1.39498,1.34733
3240,05/07/21 02:41:44 PM,1.34886,1.35775,1.39647,1.34886
3241,05/07/21 02:41:45 PM,1.34684,1.35870,1.39799,1.34958
3242,05/07/21 02:41:46 PM,1.34531,1.35943,1.39895,1.35042
3243,05/07/21 02:41:47 PM,1.34638,1.36000,1.40009,1.35199
3244,05/07/21 02:41:48 PM,1.34855,1.36080,1.40108,1.35264
3245,05/07/21 02:41:49 PM,1.34401,1.35958,1.40120,1.35252
3246,05/07/21 02:41:50 PM,1.33646,1.35760,1.39918,1.34775
3247,05/07/21 02:41:51 PM,1.32143,1.35492,1.39605,1.33860
3248,05/07/21 02:41:52 PM,1.31384,1.35161,1.39055,1.32830
3249,05/07/21 02:41:53 PM,1.31731,1.34974,1.38842,1.32563
3250,05/07/21 02:41:54 PM,1.32052,1.34882,1.38716,1.32574
3251,05/07/21 02:41:55 PM,1.32425,1.34833,1.38437,1.32677
3252,05/07/21 02:41:56 PM,1.32761,1.34806,1.38251,1.33043
3253,05/07/21 02:41:57 PM,1.32971,1.34775,1.38365,1.32975
3254,05/07/21 02:41:58 PM,1.31819,1.34489,1.38045,1.32883
3255,05/07/21 02:41:59 PM,1.32673,1.34470,1.37938,1.33181
3256,05/07/21 02:42:00 PM,1.33078,1.34470,1.37987,1.33364
3257,05/07/21 02:42:01 PM,1.33097,1.34485,1.38098,1.33543
3258,05/07/21 02:42:02 PM,1.33124,1.34516,1.38273,1.33791
3259,05/07/21 02:42:03 PM,1.33894,1.34665,1.38483,1.34211
3260,05/07/21 02:42:04 PM,1.34318,1.34833,1.38685,1.34615
3261,05/07/21 02:42:05 PM,1.35603,1.35126,1.38991,1.35210
3262,05/07/21 02:42:06 PM,1.36145,1.35435,1.39261,1.35550
3263,05/07/21 02:42:07 PM,1.34794,1.35485,1.39208,1.34760
3264,05/07/21 02:42:08 PM,1.31998,1.35080,1.38735,1.33375
3265,05/07/21 02:42:09 PM,1.31197,1.34810,1.38403,1.31502
3266,05/07/21 02:42:10 PM,1.31243,1.34703,1.38262,1.30827
3267,05/07/21 02:42:11 PM,1.31209,1.34634,1.38125,1.30842
3268,05/07/21 02:42:12 PM,1.31140,1.34527,1.37907,1.31106
3269,05/07/21 02:42:13 PM,1.30938,1.34432,1.37720,1.31415
3270,05/07/21 02:42:14 PM,1.31285,1.34356,1.37682,1.31510
3271,05/07/21 02:42:15 PM,1.31365,1.34253,1.37598,1.31640
3272,05/07/21 02:42:16 PM,1.31346,1.34291,1.37438,1.31460
3273,05/07/21 02:42:17 PM,1.30991,1.34344,1.37205,1.30785
3274,05/07/21 02:42:18 PM,1.31319,1.34344,1.37186,1.30785
3275,05/07/21 02:42:19 PM,1.31258,1.34306,1.37224,1.31022
3276,05/07/21 02:42:20 PM,1.31476,1.34333,1.37247,1.31365
3277,05/07/21 02:42:21 PM,1.31502,1.34363,1.37343,1.31674
3278,05/07/21 02:42:22 PM,1.31640,1.34405,1.37457,1.31807
3279,05/07/21 02:42:23 PM,1.32048,1.34443,1.37617,1.32025
3280,05/07/21 02:42:24 PM,1.32361,1.34485,1.37751,1.32311
3281,05/07/21 02:42:25 PM,1.32765,1.34569,1.37877,1.32689
3282,05/07/21 02:42:26 PM,1.32944,1.34695,1.38029,1.33021
3283,05/07/21 02:42:27 PM,1.33131,1.34802,1.38121,1.33299
3284,05/07/21 02:42:28 PM,1.33196,1.34852,1.38220,1.33555
3285,05/07/21 02:42:29 PM,1.33337,1.34939,1.38365,1.33787
3286,05/07/21 02:42:30 PM,1.33200,1.35000,1.38521,1.33986
3287,05/07/21 02:42:31 PM,1.33127,1.35069,1.38647,1.34154
3288,05/07/21 02:42:32 PM,1.33158,1.35130,1.38796,1.34360
3289,05/07/21 02:42:33 PM,1.33814,1.35252,1.38968,1.34558
3290,05/07/21 02:42:34 PM,1.34192,1.35386,1.39143,1.34520
3291,05/07/21 02:42:35 PM,1.34298,1.35481,1.39216,1.34447
3292,05/07/21 02:42:36 PM,1.34401,1.35592,1.39300,1.34558
3293,05/07/21 02:42:37 PM,1.34180,1.35664,1.39307,1.34539
3294,05/07/21 02:42:38 PM,1.33719,1.35683,1.39265,1.34180
3295,05/07/21 02:42:39 PM,1.33021,1.35657,1.39139,1.33585
3296,05/07/21 02:42:40 PM,1.32940,1.35542,1.38945,1.33570
3297,05/07/21 02:42:41 PM,1.32128,1.35355,1.38647,1.33299
3298,05/07/21 02:42:42 PM,1.31827,1.35149,1.38334,1.33219
3299,05/07/21 02:42:43 PM,1.31163,1.34867,1.38132,1.33154
3300,05/07/21 02:42:44 PM,1.31170,1.34756,1.38075,1.33276
3301,05/07/21 02:42:45 PM,1.31949,1.34764,1.38113,1.33440
3302,05/07/21 02:42:46 PM,1.32609,1.34829,1.38266,1.33680
3303,05/07/21 02:42:47 PM,1.33532,1.34943,1.38407,1.33623
3304,05/07/21 02:42:48 PM,1.31731,1.34699,1.38121,1.33272
3305,05/07/21 02:42:49 PM,1.31201,1.34535,1.37980,1.33150
3306,05/07/21 02:42:50 PM,1.31292,1.34440,1.37896,1.33101
3307,05/07/21 02:42:51 PM,1.31350,1.34379,1.37850,1.33116
3308,05/07/21 02:42:52 PM,1.31827,1.34360,1.37873,1.33295
3309,05/07/21 02:42:53 PM,1.32712,1.34455,1.37991,1.33604
3310,05/07/21 02:42:54 PM,1.33810,1.34619,1.38197,1.34051
3311,05/07/21 02:42:55 PM,1.34287,1.34813,1.38422,1.34340
3312,05/07/21 02:42:56 PM,1.34188,1.34932,1.38640,1.34436
3313,05/07/21 02:42:57 PM,1.34375,1.35050,1.38857,1.34695
3314,05/07/21 02:42:58 PM,1.34356,1.35176,1.39124,1.34775
3315,05/07/21 02:42:59 PM,1.34470,1.35225,1.39147,1.34756
3316,05/07/21 02:43:00 PM,1.33490,1.35157,1.39117,1.34447
3317,05/07/21 02:43:01 PM,1.32425,1.34974,1.38766,1.33833
3318,05/07/21 02:43:02 PM,1.31991,1.34878,1.38682,1.33516
3319,05/07/21 02:43:03 PM,1.32021,1.34810,1.38754,1.33410
3320,05/07/21 02:43:04 PM,1.32620,1.34779,1.38811,1.33413
3321,05/07/21 02:43:05 PM,1.32055,1.34615,1.38659,1.32696
3322,05/07/21 02:43:06 PM,1.32120,1.34543,1.38430,1.32605
3323,05/07/21 02:43:07 PM,1.31670,1.34367,1.38167,1.32696
3324,05/07/21 02:43:08 PM,1.31758,1.34215,1.38010,1.32860
3325,05/07/21 02:43:09 PM,1.31720,1.34142,1.37900,1.33024
3326,05/07/21 02:43:10 PM,1.31552,1.34085,1.37758,1.32647
3327,05/07/21 02:43:11 PM,1.30945,1.33883,1.37476,1.32567
3328,05/07/21 02:43:12 PM,1.30869,1.33753,1.37308,1.32589
3329,05/07/21 02:43:13 PM,1.31018,1.33577,1.37194,1.32547
3330,05/07/21 02:43:14 PM,1.29843,1.33314,1.36965,1.32345
3331,05/07/21 02:43:15 PM,1.29313,1.32986,1.36702,1.32162
3332,05/07/21 02:43:16 PM,1.29145,1.32773,1.36576,1.32105
3333,05/07/21 02:43:17 PM,1.29694,1.32727,1.36641,1.32216
3334,05/07/21 02:43:18 PM,1.30083,1.32753,1.36751,1.32296
3335,05/07/21 02:43:19 PM,1.30236,1.32776,1.36835,1.32376
3336,05/07/21 02:43:20 PM,1.30850,1.32795,1.36870,1.32509
3337,05/07/21 02:43:21 PM,1.30220,1.32654,1.36698,1.31991
3338,05/07/21 02:43:22 PM,1.29797,1.32498,1.36492,1.31548
3339,05/07/21 02:43:23 PM,1.29744,1.32406,1.36439,1.31506
3340,05/07/21 02:43:24 PM,1.30037,1.32383,1.36427,1.31533
3341,05/07/21 02:43:25 PM,1.30587,1.32391,1.36484,1.31731
3342,05/07/21 02:43:26 PM,1.31006,1.32467,1.36599,1.31994
3343,05/07/21 02:43:27 PM,1.31056,1.32540,1.36671,1.32158
3344,05/07/21 02:43:28 PM,1.30655,1.32525,1.36667,1.32269
3345,05/07/21 02:43:29 PM,1.30701,1.32536,1.36656,1.31899
3346,05/07/21 02:43:30 PM,1.30335,1.32460,1.36553,1.31598
3347,05/07/21 02:43:31 PM,1.29965,1.32368,1.36446,1.31407
3348,05/07/21 02:43:32 PM,1.29755,1.32246,1.36259,1.31365
3349,05/07/21 02:43:33 PM,1.30377,1.32208,1.36149,1.31571
3350,05/07/21 02:43:34 PM,1.30598,1.32223,1.36069,1.31590
3351,05/07/21 02:43:35 PM,1.29442,1.32036,1.35885,1.31434
3352,05/07/21 02:43:36 PM,1.28996,1.31861,1.35733,1.31388
3353,05/07/21 02:43:37 PM,1.29267,1.31796,1.35691,1.31460
3354,05/07/21 02:43:38 PM,1.29191,1.31685,1.35634,1.31163
3355,05/07/21 02:43:39 PM,1.28767,1.31430,1.35378,1.31006
3356,05/07/21 02:43:40 PM,1.29160,1.31334,1.35164,1.30861
3357,05/07/21 02:43:41 PM,1.28958,1.31113,1.34985,1.30735
3358,05/07/21 02:43:42 PM,1.28847,1.30995,1.34863,1.30484
3359,05/07/21 02:43:43 PM,1.29232,1.30987,1.34894,1.30552
3360,05/07/21 02:43:44 PM,1.29984,1.31090,1.35058,1.30877
3361,05/07/21 02:43:45 PM,1.29603,1.31060,1.35149,1.30896
3362,05/07/21 02:43:46 PM,1.28473,1.30819,1.35019,1.30644
3363,05/07/21 02:43:47 PM,1.28378,1.30735,1.34867,1.30076
3364,05/07/21 02:43:48 PM,1.28840,1.30724,1.34749,1.29984
3365,05/07/21 02:43:49 PM,1.29362,1.30804,1.34794,1.30209
3366,05/07/21 02:43:50 PM,1.29950,1.31003,1.34970,1.30560
3367,05/07/21 02:43:51 PM,1.30419,1.31209,1.35183,1.30964
3368,05/07/21 02:43:52 PM,1.30541,1.31334,1.35374,1.31189
3369,05/07/21 02:43:53 PM,1.29973,1.31353,1.35443,1.31201
3370,05/07/21 02:43:54 PM,1.29797,1.31357,1.35519,1.31361
3371,05/07/21 02:43:55 PM,1.30358,1.31479,1.35714,1.31491
3372,05/07/21 02:43:56 PM,1.30301,1.31559,1.35863,1.31617
3373,05/07/21 02:43:57 PM,1.29477,1.31521,1.35855,1.31479
3374,05/07/21 02:43:58 PM,1.28614,1.31430,1.35767,1.31209
3375,05/07/21 02:43:59 PM,1.28241,1.31319,1.35706,1.31205
3376,05/07/21 02:44:00 PM,1.28557,1.31334,1.35725,1.30774
3377,05/07/21 02:44:01 PM,1.29381,1.31456,1.35920,1.30983
3378,05/07/21 02:44:02 PM,1.30858,1.31678,1.36225,1.31456
3379,05/07/21 02:44:03 PM,1.31666,1.31930,1.36488,1.32002
3380,05/07/21 02:44:04 PM,1.31071,1.32052,1.36645,1.32052
3381,05/07/21 02:44:05 PM,1.29999,1.32021,1.36645,1.31994
3382,05/07/21 02:44:06 PM,1.29683,1.32002,1.36645,1.32021
3383,05/07/21 02:44:07 PM,1.29713,1.32010,1.36660,1.32021
3384,05/07/21 02:44:08 PM,1.29751,1.31941,1.36542,1.31827
3385,05/07/21 02:44:09 PM,1.29717,1.31891,1.36458,1.31617
3386,05/07/21 02:44:10 PM,1.29744,1.31857,1.36458,1.31624
3387,05/07/21 02:44:11 PM,1.29931,1.31884,1.36511,1.31441
3388,05/07/21 02:44:12 PM,1.29763,1.31823,1.36347,1.30941
3389,05/07/21 02:44:13 PM,1.29866,1.31846,1.36259,1.30865
3390,05/07/21 02:44:14 PM,1.29465,1.31777,1.36110,1.30838
3391,05/07/21 02:44:15 PM,1.29400,1.31682,1.35996,1.30980
3392,05/07/21 02:44:16 PM,1.29541,1.31670,1.35962,1.31147
3393,05/07/21 02:44:17 PM,1.29824,1.31704,1.35931,1.31308
3394,05/07/21 02:44:18 PM,1.30205,1.31785,1.35958,1.31483
3395,05/07/21 02:44:19 PM,1.30499,1.31865,1.36007,1.31636
3396,05/07/21 02:44:20 PM,1.30751,1.31949,1.36053,1.31842
3397,05/07/21 02:44:21 PM,1.29511,1.31762,1.35935,1.31670
3398,05/07/21 02:44:22 PM,1.29988,1.31716,1.35893,1.31903
3399,05/07/21 02:44:23 PM,1.30190,1.31815,1.35943,1.31960
3400,05/07/21 02:44:24 PM,1.29755,1.31815,1.35988,1.31846
3401,05/07/21 02:44:25 PM,1.30045,1.31865,1.36038,1.31910
3402,05/07/21 02:44:26 PM,1.29999,1.31868,1.36042,1.31968
3403,05/07/21 02:44:27 PM,1.30365,1.31952,1.36107,1.31971
3404,05/07/21 02:44:28 PM,1.31495,1.32113,1.36225,1.32448
3405,05/07/21 02:44:29 PM,1.31800,1.32223,1.36229,1.31010
3406,05/07/21 02:44:30 PM,1.30926,1.32124,1.35950,1.30545
3407,05/07/21 02:44:31 PM,1.31502,1.32269,1.36011,1.31060
3408,05/07/21 02:44:32 PM,1.29717,1.32063,1.35660,1.30804
3409,05/07/21 02:44:33 PM,1.29011,1.31834,1.35355,1.30468
3410,05/07/21 02:44:34 PM,1.28889,1.31704,1.35195,1.30465
3411,05/07/21 02:44:35 PM,1.29808,1.31746,1.35187,1.30755
3412,05/07/21 02:44:36 PM,1.30064,1.31777,1.35161,1.30663
3413,05/07/21 02:44:37 PM,1.29786,1.31739,1.35042,1.30270
3414,05/07/21 02:44:38 PM,1.29564,1.31727,1.34974,1.30320
3415,05/07/21 02:44:39 PM,1.29648,1.31701,1.34932,1.30541
3416,05/07/21 02:44:40 PM,1.29950,1.31731,1.34985,1.30838
3417,05/07/21 02:44:41 PM,1.30251,1.31827,1.35088,1.30991
3418,05/07/21 02:44:42 PM,1.29801,1.31750,1.35012,1.30831
3419,05/07/21 02:44:43 PM,1.29892,1.31777,1.35039,1.30926
3420,05/07/21 02:44:44 PM,1.30201,1.31849,1.35145,1.31125
3421,05/07/21 02:44:45 PM,1.30625,1.31971,1.35317,1.31312
3422,05/07/21 02:44:46 PM,1.30972,1.32097,1.35454,1.31468
3423,05/07/21 02:44:47 PM,1.31571,1.32212,1.35618,1.31846
3424,05/07/21 02:44:48 PM,1.31250,1.32235,1.35718,1.31991
3425,05/07/21 02:44:49 PM,1.30659,1.32204,1.35721,1.32010
3426,05/07/21 02:44:50 PM,1.30175,1.32155,1.35737,1.31884
3427,05/07/21 02:44:51 PM,1.29698,1.32074,1.35657,1.31472
3428,05/07/21 02:44:52 PM,1.28431,1.31731,1.35313,1.30922
3429,05/07/21 02:44:53 PM,1.28134,1.31491,1.35054,1.30743
3430,05/07/21 02:44:54 PM,1.28206,1.31361,1.34924,1.30667
3431,05/07/21 02:44:55 PM,1.28656,1.31323,1.34833,1.30426
3432,05/07/21 02:44:56 PM,1.28965,1.31300,1.34726,1.30373
3433,05/07/21 02:44:57 PM,1.29541,1.31342,1.34691,1.30491
3434,05/07/21 02:44:58 PM,1.29862,1.31384,1.34684,1.30606
3435,05/07/21 02:44:59 PM,1.29900,1.31384,1.34684,1.30537
3436,05/07/21 02:45:00 PM,1.30163,1.31430,1.34680,1.30789
3437,05/07/21 02:45:01 PM,1.29740,1.31334,1.34672,1.30804
3438,05/07/21 02:45:02 PM,1.28946,1.31163,1.34600,1.30625
3439,05/07/21 02:45:03 PM,1.28641,1.31094,1.34482,1.30537
3440,05/07/21 02:45:04 PM,1.28565,1.31090,1.34470,1.30552
3441,05/07/21 02:45:05 PM,1.28393,1.31041,1.34478,1.30549
3442,05/07/21 02:45:06 PM,1.28916,1.31075,1.34516,1.30594
3443,05/07/21 02:45:07 PM,1.28737,1.31067,1.34485,1.30629
3444,05/07/21 02:45:08 PM,1.28614,1.31018,1.34459,1.30629
3445,05/07/21 02:45:09 PM,1.28870,1.30995,1.34485,1.30388
3446,05/07/21 02:45:10 PM,1.29137,1.31064,1.34546,1.30228
3447,05/07/21 02:45:11 PM,1.29389,1.31121,1.34638,1.30350
3448,05/07/21 02:45:12 PM,1.29545,1.31163,1.34703,1.30556
3449,05/07/21 02:45:13 PM,1.30072,1.31247,1.34771,1.30804
3450,05/07/21 02:45:14 PM,1.30030,1.31266,1.34768,1.30850
3451,05/07/21 02:45:15 PM,1.29950,1.31231,1.34760,1.31003
3452,05/07/21 02:45:16 PM,1.28660,1.30949,1.34466,1.30884
3453,05/07/21 02:45:17 PM,1.28565,1.30804,1.34360,1.31304
3454,05/07/21 02:45:18 PM,1.29038,1.30846,1.34428,1.31590
3455,05/07/21 02:45:19 PM,1.28740,1.30697,1.34237,1.31506
3456,05/07/21 02:45:20 PM,1.29015,1.30667,1.34058,1.31632
3457,05/07/21 02:45:21 PM,1.29736,1.30793,1.34119,1.32010
3458,05/07/21 02:45:22 PM,1.30102,1.30926,1.34249,1.32521
3459,05/07/21 02:45:23 PM,1.30724,1.31117,1.34512,1.32975
3460,05/07/21 02:45:24 PM,1.30972,1.31243,1.34630,1.33085
3461,05/07/21 02:45:25 PM,1.29923,1.31197,1.34680,1.32620
3462,05/07/21 02:45:26 PM,1.29919,1.31167,1.34623,1.32357
3463,05/07/21 02:45:27 PM,1.30823,1.31323,1.34680,1.32300
3464,05/07/21 02:45:28 PM,1.30083,1.31327,1.34619,1.31968
3465,05/07/21 02:45:29 PM,1.29530,1.31197,1.34520,1.31674
3466,05/07/21 02:45:30 PM,1.29789,1.31163,1.34459,1.31422
3467,05/07/21 02:45:31 PM,1.29728,1.31178,1.34413,1.31308
3468,05/07/21 02:45:32 PM,1.30148,1.31197,1.34443,1.31506
3469,05/07/21 02:45:33 PM,1.30549,1.31319,1.34512,1.31533
3470,05/07/21 02:45:34 PM,1.29492,1.31220,1.34337,1.31418
3471,05/07/21 02:45:35 PM,1.29618,1.31205,1.34222,1.31392
3472,05/07/21 02:45:36 PM,1.29740,1.31167,1.34234,1.31399
3473,05/07/21 02:45:37 PM,1.30068,1.31159,1.34146,1.31636
3474,05/07/21 02:45:38 PM,1.29698,1.31060,1.34138,1.31907
3475,05/07/21 02:45:39 PM,1.29786,1.31010,1.34123,1.32155
3476,05/07/21 02:45:40 PM,1.30560,1.31147,1.34268,1.32582
3477,05/07/21 02:45:41 PM,1.31357,1.31361,1.34520,1.32910
3478,05/07/21 02:45:42 PM,1.32296,1.31617,1.34825,1.33257
3479,05/07/21 02:45:43 PM,1.32906,1.31895,1.35187,1.33654
3480,05/07/21 02:45:44 PM,1.32914,1.32139,1.35496,1.33913
3481,05/07/21 02:45:45 PM,1.33337,1.32380,1.35824,1.34295
3482,05/07/21 02:45:46 PM,1.33738,1.32650,1.36130,1.34463
3483,05/07/21 02:45:47 PM,1.33173,1.32826,1.36259,1.34035
3484,05/07/21 02:45:48 PM,1.33310,1.33021,1.36408,1.34180
3485,05/07/21 02:45:49 PM,1.33974,1.33276,1.36561,1.34386
3486,05/07/21 02:45:50 PM,1.33009,1.33364,1.36645,1.34234
3487,05/07/21 02:45:51 PM,1.33070,1.33448,1.36690,1.34291
3488,05/07/21 02:45:52 PM,1.32338,1.33497,1.36622,1.33902
3489,05/07/21 02:45:53 PM,1.30579,1.33017,1.36240,1.33131
3490,05/07/21 02:45:54 PM,1.29713,1.32486,1.35809,1.32486
3491,05/07/21 02:45:55 PM,1.29812,1.32185,1.35447,1.32212
3492,05/07/21 02:45:56 PM,1.30343,1.32151,1.35348,1.32006
3493,05/07/21 02:45:57 PM,1.30415,1.32132,1.35317,1.32143
3494,05/07/21 02:45:58 PM,1.31312,1.32265,1.35477,1.32643
3495,05/07/21 02:45:59 PM,1.32216,1.32483,1.35710,1.33001
3496,05/07/21 02:46:00 PM,1.30846,1.32422,1.35687,1.32799
3497,05/07/21 02:46:01 PM,1.30117,1.32258,1.35576,1.32635
3498,05/07/21 02:46:02 PM,1.29953,1.32113,1.35485,1.32490
3499,05/07/21 02:46:03 PM,1.29995,1.32017,1.35451,1.32601
3500,05/07/21 02:46:04 PM,1.30167,1.32025,1.35485,1.32837
3501,05/07/21 02:46:05 PM,1.30407,1.32078,1.35546,1.33024
3502,05/07/21 02:46:06 PM,1.30591,1.32139,1.35603,1.33227
3503,05/07/21 02:46:07 PM,1.30934,1.32219,1.35702,1.33345
3504,05/07/21 02:46:08 PM,1.30755,1.32254,1.35779,1.32971
3505,05/07/21 02:46:09 PM,1.29297,1.31945,1.35576,1.32444
3506,05/07/21 02:46:10 PM,1.30026,1.31956,1.35557,1.32364
3507,05/07/21 02:46:11 PM,1.30617,1.32025,1.35630,1.32387
3508,05/07/21 02:46:12 PM,1.31018,1.32120,1.35752,1.32471
